station_abbr;reference_timestamp;Air temperature 2 m above ground hourly mean;Relative air humidity 2 m above ground hourly mean;Atmospheric pressure at barometric altitude (QFE) hourly mean;Wind direction hourly mean;Wind speed scalar hourly mean in m/s;Wind speed scalar hourly mean in km/h;Precipitation hourly total;Global radiation hourly mean
BAS;19.03.2020 02:00;7.0;87.7;987.5;180.0;0.6;2.2;0.0;0
BAS;19.03.2020 03:00;6.8;88.6;987.3;103.0;0.9;3.2;0.0;0
BAS;19.03.2020 04:00;6.6;89.3;987.2;107.0;1.1;4.0;0.0;0
BAS;19.03.2020 05:00;6.1;89.6;987.1;117.0;0.9;3.2;0.0;0
BAS;19.03.2020 06:00;6.1;89.8;987.0;103.0;1.4;5.0;0.0;6
BAS;19.03.2020 07:00;6.7;86.8;987.2;102.0;1.4;5.0;0.0;94
BAS;19.03.2020 08:00;8.4;81.6;987.4;90.0;1.0;3.6;0.0;263
BAS;19.03.2020 09:00;10.8;73.5;987.4;72.0;0.8;2.9;0.0;425
BAS;19.03.2020 10:00;13.1;65.6;987.2;90.0;0.6;2.2;0.0;564
BAS;19.03.2020 11:00;15.3;58.4;986.7;90.0;0.8;2.9;0.0;650
BAS;19.03.2020 12:00;17.1;52.5;986.1;315.0;1.1;4.0;0.0;685
BAS;19.03.2020 13:00;18.1;47.8;985.5;322.0;1.9;6.8;0.0;656
BAS;19.03.2020 14:00;19.1;47.3;984.8;318.0;1.8;6.5;0.0;576
BAS;19.03.2020 15:00;19.6;44.6;984.3;312.0;1.5;5.4;0.0;459
BAS;19.03.2020 16:00;19.4;43.6;983.8;300.0;2.0;7.2;0.0;298
BAS;19.03.2020 17:00;18.6;44.5;983.5;310.0;1.6;5.8;0.0;127
BAS;19.03.2020 18:00;17.1;50.1;983.4;309.0;1.3;4.7;0.0;13
BAS;19.03.2020 19:00;14.3;62.2;983.6;225.0;1.4;5.0;0.0;0
BAS;19.03.2020 20:00;12.8;70.9;983.8;223.0;2.0;7.2;0.0;0
BAS;19.03.2020 21:00;12.0;73.9;984.0;237.0;1.7;6.1;0.0;0
BAS;19.03.2020 22:00;10.6;79.9;984.1;221.0;1.9;6.8;0.0;0
BAS;19.03.2020 23:00;9.8;83.1;984.0;223.0;1.9;6.8;0.0;0
