station_abbr;reference_timestamp;Air temperature 2 m above ground hourly mean;Relative air humidity 2 m above ground hourly mean;Atmospheric pressure at barometric altitude (QFE) hourly mean;Wind direction hourly mean;Wind speed scalar hourly mean in m/s;Wind speed scalar hourly mean in km/h;Precipitation hourly total;Global radiation hourly mean
BAS;08.08.2023 22:00;16.8;66.5;981.0;202.0;1.1;4.0;0.0;0
BAS;08.08.2023 23:00;16.8;66.4;980.5;150.0;1.1;4.0;0.0;0
BAS;09.08.2023 00:00;16.1;72.5;980.2;90.0;1.0;3.6;0.0;0
BAS;09.08.2023 01:00;15.9;73.6;979.9;97.0;0.9;3.2;0.0;0
BAS;09.08.2023 02:00;15.7;74.1;980.0;90.0;0.9;3.2;0.0;0
BAS;09.08.2023 03:00;15.7;74.8;980.1;96.0;1.1;4.0;0.0;0
BAS;09.08.2023 04:00;15.5;76.6;980.5;96.0;1.0;3.6;0.0;0
BAS;09.08.2023 05:00;15.9;75.2;980.8;96.0;0.9;3.2;0.0;6
BAS;09.08.2023 06:00;16.1;75.7;980.9;127.0;0.6;2.2;0.0;27
BAS;09.08.2023 07:00;16.4;75.8;981.3;90.0;0.8;2.9;0.0;33
BAS;09.08.2023 08:00;17.1;74.5;981.7;96.0;1.0;3.6;0.0;98
BAS;09.08.2023 09:00;19.0;65.9;981.8;101.0;0.8;2.9;0.0;266
BAS;09.08.2023 10:00;21.2;52.4;981.5;275.0;1.6;5.8;0.0;380
BAS;09.08.2023 11:00;21.7;49.5;981.5;313.0;1.8;6.5;0.0;313
BAS;09.08.2023 12:00;22.0;48.9;981.4;313.0;2.5;9.0;0.0;280
BAS;09.08.2023 13:00;23.1;46.1;981.5;301.0;3.5;12.6;0.0;501
BAS;09.08.2023 14:00;24.4;44.5;981.6;301.0;3.6;13.0;0.0;716
BAS;09.08.2023 15:00;24.6;43.8;981.7;302.0;4.0;14.4;0.0;606
BAS;09.08.2023 16:00;23.2;49.2;981.9;307.0;2.9;10.4;0.0;170
BAS;09.08.2023 17:00;23.3;49.5;982.3;291.0;2.6;9.4;0.0;185
BAS;09.08.2023 18:00;22.3;54.1;982.3;309.0;1.5;5.4;0.0;90
BAS;09.08.2023 19:00;20.2;62.3;982.5;349.0;0.6;2.2;0.0;15
BAS;09.08.2023 20:00;18.2;71.3;982.8;256.0;0.9;3.2;0.0;0
BAS;09.08.2023 21:00;17.0;78.5;983.1;225.0;1.3;4.7;0.0;0
BAS;09.08.2023 22:00;16.9;80.6;983.2;203.0;1.6;5.8;0.0;0
BAS;09.08.2023 23:00;17.5;78.2;983.4;172.0;0.7;2.5;0.0;0
BAS;10.08.2023 00:00;17.1;80.1;983.5;124.0;0.4;1.4;0.0;0
BAS;10.08.2023 01:00;16.2;83.1;983.3;90.0;0.8;2.9;0.0;0
BAS;10.08.2023 02:00;15.3;86.9;983.4;81.0;0.7;2.5;0.0;0
BAS;10.08.2023 03:00;14.4;90.1;983.5;104.0;0.4;1.4;0.0;0
BAS;10.08.2023 04:00;13.8;91.8;983.6;117.0;0.5;1.8;0.0;0
BAS;10.08.2023 05:00;14.1;90.8;983.9;124.0;0.5;1.8;0.0;15
BAS;10.08.2023 06:00;15.2;87.8;984.3;121.0;0.7;2.5;0.0;111
BAS;10.08.2023 07:00;16.9;79.4;984.5;79.0;1.1;4.0;0.0;302
BAS;10.08.2023 08:00;19.3;70.7;984.5;81.0;1.5;5.4;0.0;474
BAS;10.08.2023 09:00;21.9;60.8;984.1;84.0;2.0;7.2;0.0;632
BAS;10.08.2023 10:00;23.5;55.7;983.6;81.0;1.5;5.4;0.0;755
BAS;10.08.2023 11:00;25.0;50.7;983.0;90.0;1.4;5.0;0.0;840
BAS;10.08.2023 12:00;26.4;45.9;983.0;27.0;1.3;4.7;0.0;867
BAS;10.08.2023 13:00;27.1;40.5;982.7;360.0;1.3;4.7;0.0;844
BAS;10.08.2023 14:00;27.3;39.1;982.5;27.0;1.4;5.0;0.0;777
BAS;10.08.2023 15:00;28.0;38.4;982.2;340.0;1.8;6.5;0.0;652
BAS;10.08.2023 16:00;28.0;37.9;981.9;29.0;1.6;5.8;0.0;540
BAS;10.08.2023 17:00;27.7;35.5;981.6;6.0;1.2;4.3;0.0;356
BAS;10.08.2023 18:00;26.6;36.6;982.0;322.0;1.8;6.5;0.0;127
BAS;10.08.2023 19:00;25.4;43.0;982.7;311.0;2.2;7.9;0.0;22
BAS;10.08.2023 20:00;23.5;50.0;983.4;298.0;1.5;5.4;0.0;0
BAS;10.08.2023 21:00;21.0;59.0;983.7;237.0;1.9;6.8;0.0;0
BAS;10.08.2023 22:00;19.3;66.1;984.0;217.0;2.2;7.9;0.0;0
BAS;10.08.2023 23:00;18.3;67.5;984.2;211.0;1.9;6.8;0.0;0
BAS;11.08.2023 00:00;17.3;72.3;984.4;229.0;1.1;4.0;0.0;0
BAS;11.08.2023 01:00;16.7;75.6;984.6;214.0;1.5;5.4;0.0;0
BAS;11.08.2023 02:00;16.2;76.4;984.7;186.0;1.2;4.3;0.0;0
BAS;11.08.2023 03:00;16.0;81.0;984.8;146.0;0.8;2.9;0.0;0
BAS;11.08.2023 04:00;15.7;84.9;984.7;90.0;1.1;4.0;0.0;0
BAS;11.08.2023 05:00;16.0;84.0;984.8;113.0;0.9;3.2;0.0;13
BAS;11.08.2023 06:00;17.0;79.9;985.1;106.0;0.9;3.2;0.0;115
BAS;11.08.2023 07:00;18.9;72.0;985.2;85.0;1.3;4.7;0.0;295
BAS;11.08.2023 08:00;21.6;62.6;985.3;124.0;1.0;3.6;0.0;463
BAS;11.08.2023 09:00;24.1;55.3;985.3;81.0;0.9;3.2;0.0;620
BAS;11.08.2023 10:00;26.3;52.4;985.2;279.0;1.2;4.3;0.0;745
BAS;11.08.2023 11:00;27.5;47.2;985.1;311.0;1.6;5.8;0.0;827
BAS;11.08.2023 12:00;28.8;43.6;984.9;315.0;1.6;5.8;0.0;859
BAS;11.08.2023 13:00;29.9;39.8;984.7;318.0;1.8;6.5;0.0;838
BAS;11.08.2023 14:00;30.1;34.9;984.5;292.0;1.7;6.1;0.0;773
BAS;11.08.2023 15:00;30.7;35.3;984.0;293.0;1.9;6.8;0.0;658
BAS;11.08.2023 16:00;30.3;35.7;983.5;255.0;1.5;5.4;0.0;509
BAS;11.08.2023 17:00;30.3;36.2;983.2;279.0;1.5;5.4;0.0;333
BAS;11.08.2023 18:00;29.4;36.1;983.0;299.0;1.4;5.0;0.0;152
BAS;11.08.2023 19:00;27.1;42.4;983.1;283.0;1.0;3.6;0.0;12
BAS;11.08.2023 20:00;24.0;57.6;983.3;223.0;1.6;5.8;0.0;0
BAS;11.08.2023 21:00;23.0;65.0;983.4;207.0;2.1;7.6;0.0;0
BAS;11.08.2023 22:00;22.2;67.6;983.4;108.0;0.7;2.5;0.0;0
BAS;11.08.2023 23:00;21.0;73.1;983.4;135.0;0.6;2.2;0.0;0
BAS;12.08.2023 00:00;20.6;75.2;983.2;108.0;0.7;2.5;0.0;0
BAS;12.08.2023 01:00;20.6;73.3;982.9;106.0;0.8;2.9;0.0;0
BAS;12.08.2023 02:00;20.1;75.4;982.5;104.0;0.9;3.2;0.0;0
BAS;12.08.2023 03:00;20.0;73.0;982.3;107.0;1.2;4.3;0.0;0
BAS;12.08.2023 04:00;19.5;76.9;982.0;100.0;1.2;4.3;0.0;0
BAS;12.08.2023 05:00;19.6;75.3;982.1;95.0;1.3;4.7;0.0;9
BAS;12.08.2023 06:00;19.9;76.4;982.0;104.0;0.9;3.2;0.0;73
BAS;12.08.2023 07:00;20.7;73.7;982.0;101.0;1.1;4.0;0.0;194
BAS;12.08.2023 08:00;22.1;73.3;982.5;27.0;1.0;3.6;0.3;223
BAS;12.08.2023 09:00;22.3;79.6;982.8;149.0;0.7;2.5;0.3;174
BAS;12.08.2023 10:00;22.6;83.9;982.8;96.0;1.1;4.0;2.3;403
BAS;12.08.2023 11:00;25.3;74.1;982.5;90.0;1.7;6.1;0.0;543
BAS;12.08.2023 12:00;27.7;62.8;982.0;81.0;1.0;3.6;0.0;778
BAS;12.08.2023 13:00;28.7;55.1;981.8;304.0;1.3;4.7;0.0;665
BAS;12.08.2023 14:00;28.7;56.4;981.8;306.0;2.0;7.2;0.0;483
BAS;12.08.2023 15:00;28.5;56.6;981.8;298.0;3.8;13.7;0.0;563
BAS;12.08.2023 16:00;28.8;52.0;981.6;282.0;2.8;10.1;0.0;480
BAS;12.08.2023 17:00;28.7;48.2;981.6;270.0;2.5;9.0;0.0;341
BAS;12.08.2023 18:00;28.1;47.9;981.8;310.0;1.9;6.8;0.0;138
BAS;12.08.2023 19:00;27.0;50.7;982.1;323.0;1.1;4.0;0.0;15
BAS;12.08.2023 20:00;25.8;57.4;982.5;262.0;0.7;2.5;0.0;0
BAS;12.08.2023 21:00;24.5;64.5;982.8;256.0;0.9;3.2;0.0;0
BAS;12.08.2023 22:00;22.9;72.3;982.9;221.0;1.2;4.3;0.0;0
BAS;12.08.2023 23:00;22.2;77.3;982.8;288.0;0.7;2.5;0.0;0
BAS;13.08.2023 00:00;21.8;82.0;982.8;270.0;0.7;2.5;0.0;0
BAS;13.08.2023 01:00;21.0;83.8;982.7;162.0;0.5;1.8;0.0;0
BAS;13.08.2023 02:00;20.1;87.5;982.6;0.0;0.3;1.1;0.0;0
BAS;13.08.2023 03:00;19.9;90.4;982.4;141.0;0.7;2.5;0.0;0
BAS;13.08.2023 04:00;19.0;91.6;982.3;180.0;0.6;2.2;0.0;0
BAS;13.08.2023 05:00;18.7;92.0;982.4;194.0;0.5;1.8;0.0;10
BAS;13.08.2023 06:00;19.6;89.7;982.4;209.0;1.1;4.0;0.0;102
BAS;13.08.2023 07:00;21.4;81.6;982.3;117.0;0.7;2.5;0.0;260
BAS;13.08.2023 08:00;22.7;76.9;982.4;135.0;0.6;2.2;0.0;421
BAS;13.08.2023 09:00;24.4;65.9;981.9;124.0;0.9;3.2;0.0;565
BAS;13.08.2023 10:00;26.1;59.7;981.5;56.0;1.0;3.6;0.0;711
BAS;13.08.2023 11:00;26.8;59.3;981.2;315.0;1.5;5.4;0.0;579
BAS;13.08.2023 12:00;27.6;59.3;980.9;315.0;1.9;6.8;0.0;671
BAS;13.08.2023 13:00;28.4;57.2;980.6;7.0;1.5;5.4;0.0;813
BAS;13.08.2023 14:00;29.2;54.3;980.1;320.0;1.9;6.8;0.0;603
BAS;13.08.2023 15:00;27.4;59.2;980.1;211.0;3.0;10.8;0.0;137
BAS;13.08.2023 16:00;23.2;76.8;980.3;195.0;2.3;8.3;8.0;166
BAS;13.08.2023 17:00;22.8;88.9;979.9;191.0;2.2;7.9;0.0;185
BAS;13.08.2023 18:00;23.1;88.6;979.8;153.0;0.9;3.2;0.0;112
BAS;13.08.2023 19:00;22.5;90.7;979.9;129.0;0.8;2.9;0.0;11
BAS;13.08.2023 20:00;21.9;93.1;980.2;112.0;0.5;1.8;0.0;0
BAS;13.08.2023 21:00;21.7;94.2;980.4;127.0;0.6;2.2;0.0;0
BAS;13.08.2023 22:00;21.4;93.3;980.2;163.0;1.7;6.1;0.0;0
BAS;13.08.2023 23:00;21.3;92.3;980.6;153.0;1.0;3.6;0.0;0
BAS;14.08.2023 00:00;21.3;92.6;980.9;162.0;0.7;2.5;0.1;0
BAS;14.08.2023 01:00;20.9;93.7;980.0;144.0;1.1;4.0;0.0;0
BAS;14.08.2023 02:00;20.9;94.3;979.6;72.0;1.1;4.0;0.0;0
BAS;14.08.2023 03:00;20.5;94.1;979.6;79.0;0.6;2.2;0.0;0
BAS;14.08.2023 04:00;19.9;95.3;979.5;150.0;1.1;4.0;0.0;0
BAS;14.08.2023 05:00;19.9;95.2;979.1;117.0;0.8;2.9;0.0;9
BAS;14.08.2023 06:00;20.4;92.3;978.8;99.0;0.7;2.5;0.0;106
BAS;14.08.2023 07:00;22.4;83.6;978.6;120.0;1.0;3.6;0.0;271
BAS;14.08.2023 08:00;24.5;75.0;979.0;108.0;1.5;5.4;0.0;443
BAS;14.08.2023 09:00;26.0;69.2;979.3;130.0;1.1;4.0;0.0;539
BAS;14.08.2023 10:00;26.5;66.0;980.0;286.0;1.6;5.8;0.0;395
BAS;14.08.2023 11:00;26.9;61.5;980.0;303.0;1.9;6.8;0.0;500
BAS;14.08.2023 12:00;27.8;55.7;979.4;194.0;1.2;4.3;0.0;609
BAS;14.08.2023 13:00;28.2;53.4;978.8;127.0;0.9;3.2;0.0;377
BAS;14.08.2023 14:00;29.0;54.2;978.4;96.0;1.2;4.3;0.0;587
BAS;14.08.2023 15:00;29.6;50.4;978.2;131.0;1.1;4.0;0.0;424
BAS;14.08.2023 16:00;30.3;49.3;977.6;114.0;1.4;5.0;0.0;423
BAS;14.08.2023 17:00;30.0;49.9;977.5;94.0;1.5;5.4;0.0;276
BAS;14.08.2023 18:00;29.2;53.7;977.6;67.0;1.4;5.0;0.0;117
BAS;14.08.2023 19:00;27.2;62.3;977.9;72.0;0.7;2.5;0.0;15
BAS;14.08.2023 20:00;25.8;69.1;978.4;236.0;1.0;3.6;0.0;0
BAS;14.08.2023 21:00;24.6;75.7;979.1;231.0;0.9;3.2;0.0;0
BAS;14.08.2023 22:00;23.3;81.9;979.5;215.0;1.6;5.8;0.0;0
BAS;14.08.2023 23:00;23.2;81.2;979.5;180.0;1.6;5.8;0.0;0
BAS;15.08.2023 00:00;22.7;83.5;979.3;103.0;1.1;4.0;0.0;0
BAS;15.08.2023 01:00;22.0;85.5;978.9;95.0;1.3;4.7;0.0;0
BAS;15.08.2023 02:00;21.6;83.0;978.5;98.0;1.6;5.8;0.0;0
BAS;15.08.2023 03:00;20.9;86.4;978.4;108.0;0.8;2.9;0.0;0
BAS;15.08.2023 04:00;21.0;84.0;978.6;104.0;0.7;2.5;0.0;0
BAS;15.08.2023 05:00;20.9;84.7;979.2;153.0;0.6;2.2;0.0;6
BAS;15.08.2023 06:00;21.0;89.3;980.0;191.0;0.8;2.9;0.0;51
BAS;15.08.2023 07:00;22.6;83.0;980.8;79.0;0.6;2.2;0.0;183
BAS;15.08.2023 08:00;24.1;74.9;981.2;121.0;0.9;3.2;0.0;367
BAS;15.08.2023 09:00;27.5;44.3;981.3;274.0;2.1;7.6;0.0;653
BAS;15.08.2023 10:00;27.1;43.7;981.5;299.0;3.0;10.8;0.0;627
BAS;15.08.2023 11:00;27.2;46.5;981.4;317.0;2.7;9.7;0.0;716
BAS;15.08.2023 12:00;27.1;49.3;981.4;321.0;2.4;8.6;0.0;756
BAS;15.08.2023 13:00;27.8;48.0;981.0;4.0;1.9;6.8;0.0;769
BAS;15.08.2023 14:00;28.0;48.9;980.7;329.0;2.1;7.6;0.0;595
BAS;15.08.2023 15:00;27.8;49.3;980.6;309.0;2.3;8.3;0.0;486
BAS;15.08.2023 16:00;28.3;47.5;980.5;313.0;2.1;7.6;0.0;484
BAS;15.08.2023 17:00;27.7;50.0;980.5;307.0;1.8;6.5;0.0;303
BAS;15.08.2023 18:00;26.7;52.4;980.9;317.0;1.9;6.8;0.0;128
BAS;15.08.2023 19:00;25.8;54.7;981.2;315.0;1.5;5.4;0.0;10
BAS;15.08.2023 20:00;23.8;64.4;981.7;243.0;1.1;4.0;0.0;0
BAS;15.08.2023 21:00;22.0;75.4;981.7;209.0;2.9;10.4;0.0;0
BAS;15.08.2023 22:00;21.6;76.7;982.1;207.0;1.1;4.0;0.0;0
BAS;15.08.2023 23:00;20.5;81.6;982.3;216.0;1.0;3.6;0.0;0
BAS;16.08.2023 00:00;19.9;84.2;981.9;214.0;1.1;4.0;0.0;0
BAS;16.08.2023 01:00;19.1;87.8;981.6;281.0;0.7;2.5;0.0;0
BAS;16.08.2023 02:00;18.1;91.8;981.4;228.0;1.5;5.4;0.0;0
BAS;16.08.2023 03:00;17.7;92.9;981.3;221.0;1.1;4.0;0.0;0
BAS;16.08.2023 04:00;17.4;93.5;981.4;216.0;1.7;6.1;0.0;0
BAS;16.08.2023 05:00;17.7;93.2;981.6;204.0;2.0;7.2;0.0;9
BAS;16.08.2023 06:00;19.0;89.2;981.7;131.0;1.0;3.6;0.0;106
BAS;16.08.2023 07:00;20.4;81.9;981.8;84.0;1.0;3.6;0.0;268
BAS;16.08.2023 08:00;22.1;74.3;981.9;14.0;0.6;2.2;0.0;404
BAS;16.08.2023 09:00;24.4;65.7;981.9;45.0;1.0;3.6;0.0;599
BAS;16.08.2023 10:00;26.8;57.7;981.6;63.0;1.1;4.0;0.0;723
BAS;16.08.2023 11:00;28.1;52.2;981.2;59.0;1.1;4.0;0.0;801
BAS;16.08.2023 12:00;29.6;47.0;980.8;278.0;1.2;4.3;0.0;836
BAS;16.08.2023 13:00;30.5;43.4;980.4;312.0;1.8;6.5;0.0;809
BAS;16.08.2023 14:00;31.6;37.7;979.9;4.0;1.8;6.5;0.0;736
BAS;16.08.2023 15:00;31.3;36.1;979.6;304.0;2.6;9.4;0.0;602
BAS;16.08.2023 16:00;31.1;35.3;979.4;276.0;2.3;8.3;0.0;465
BAS;16.08.2023 17:00;29.9;43.8;979.2;284.0;2.0;7.2;0.0;204
BAS;16.08.2023 18:00;28.7;48.9;979.4;306.0;2.0;7.2;0.0;121
BAS;16.08.2023 19:00;27.3;54.6;979.9;283.0;1.4;5.0;0.0;10
BAS;16.08.2023 20:00;25.6;66.7;980.4;301.0;1.9;6.8;0.0;0
BAS;16.08.2023 21:00;24.1;74.1;980.9;270.0;1.4;5.0;0.0;0
BAS;16.08.2023 22:00;23.2;77.7;980.7;249.0;1.5;5.4;0.0;0
BAS;16.08.2023 23:00;22.6;80.8;980.7;245.0;1.5;5.4;0.0;0
BAS;17.08.2023 00:00;21.9;83.6;980.6;281.0;1.1;4.0;0.0;0
BAS;17.08.2023 01:00;21.0;86.7;980.5;304.0;1.1;4.0;0.0;0
BAS;17.08.2023 02:00;20.3;88.4;980.6;302.0;1.1;4.0;0.0;0
BAS;17.08.2023 03:00;19.8;89.5;980.5;284.0;0.8;2.9;0.0;0
BAS;17.08.2023 04:00;19.6;90.7;980.4;294.0;1.0;3.6;0.0;0
BAS;17.08.2023 05:00;19.3;92.3;980.5;311.0;1.0;3.6;0.0;5
BAS;17.08.2023 06:00;19.1;94.1;980.6;278.0;0.8;2.9;0.0;23
BAS;17.08.2023 07:00;19.2;95.1;981.1;239.0;0.7;2.5;0.0;64
BAS;17.08.2023 08:00;19.9;91.0;981.4;211.0;0.7;2.5;0.0;153
BAS;17.08.2023 09:00;21.0;87.5;981.7;284.0;0.7;2.5;0.0;211
BAS;17.08.2023 10:00;22.4;81.7;981.7;225.0;0.6;2.2;0.0;492
BAS;17.08.2023 11:00;25.3;65.6;980.9;112.0;1.0;3.6;0.0;773
BAS;17.08.2023 12:00;28.1;53.0;980.0;97.0;1.1;4.0;0.0;765
BAS;17.08.2023 13:00;29.6;46.3;979.3;45.0;1.2;4.3;0.0;683
BAS;17.08.2023 14:00;30.6;43.5;979.2;351.0;2.2;7.9;0.0;661
BAS;17.08.2023 15:00;30.1;44.9;979.1;33.0;2.3;8.3;0.0;606
BAS;17.08.2023 16:00;28.8;48.6;979.0;38.0;1.8;6.5;0.0;455
BAS;17.08.2023 17:00;29.6;40.8;978.4;79.0;2.9;10.4;0.0;293
BAS;17.08.2023 18:00;28.4;41.0;978.3;93.0;2.1;7.6;0.0;152
BAS;17.08.2023 19:00;26.2;49.2;978.6;85.0;4.0;14.4;0.0;18
BAS;17.08.2023 20:00;24.7;52.5;979.1;108.0;2.2;7.9;0.0;0
BAS;17.08.2023 21:00;23.5;57.4;979.0;90.0;2.9;10.4;0.0;0
BAS;17.08.2023 22:00;22.7;58.9;979.4;90.0;2.1;7.6;0.0;0
BAS;17.08.2023 23:00;21.6;62.7;979.5;66.0;1.1;4.0;0.0;0
BAS;18.08.2023 00:00;21.1;65.3;979.5;67.0;1.6;5.8;0.0;0
BAS;18.08.2023 01:00;20.2;69.3;979.4;81.0;1.4;5.0;0.0;0
BAS;18.08.2023 02:00;19.8;71.1;979.1;84.0;1.1;4.0;0.0;0
BAS;18.08.2023 03:00;18.6;78.1;979.0;79.0;0.7;2.5;0.0;0
BAS;18.08.2023 04:00;18.1;79.5;978.9;135.0;0.6;2.2;0.0;0
BAS;18.08.2023 05:00;18.6;76.7;978.9;122.0;1.0;3.6;0.0;5
BAS;18.08.2023 06:00;19.6;73.1;979.1;103.0;1.5;5.4;0.0;96
BAS;18.08.2023 07:00;21.6;65.1;979.2;97.0;2.0;7.2;0.0;267
BAS;18.08.2023 08:00;23.6;59.7;979.4;90.0;2.9;10.4;0.0;437
BAS;18.08.2023 09:00;26.0;52.9;979.6;85.0;2.3;8.3;0.0;597
BAS;18.08.2023 10:00;28.0;47.9;979.5;86.0;1.8;6.5;0.0;728
BAS;18.08.2023 11:00;30.3;38.5;979.1;68.0;2.0;7.2;0.0;814
BAS;18.08.2023 12:00;31.6;31.5;978.7;108.0;1.0;3.6;0.0;768
BAS;18.08.2023 13:00;32.4;31.9;978.2;95.0;1.5;5.4;0.0;675
BAS;18.08.2023 14:00;33.2;30.4;978.0;94.0;1.7;6.1;0.0;643
BAS;18.08.2023 15:00;34.0;27.3;977.6;111.0;1.7;6.1;0.0;616
BAS;18.08.2023 16:00;33.9;25.1;977.2;90.0;1.8;6.5;0.0;478
BAS;18.08.2023 17:00;33.5;25.2;976.8;87.0;2.1;7.6;0.0;302
BAS;18.08.2023 18:00;31.3;30.0;977.0;103.0;1.1;4.0;0.0;102
BAS;18.08.2023 19:00;29.2;36.8;977.3;107.0;1.2;4.3;0.0;4
BAS;18.08.2023 20:00;26.9;43.0;977.6;130.0;1.0;3.6;0.0;0
BAS;18.08.2023 21:00;23.9;54.6;977.8;171.0;0.7;2.5;0.0;0
BAS;18.08.2023 22:00;23.4;55.3;978.2;135.0;1.0;3.6;0.0;0
BAS;18.08.2023 23:00;22.8;59.5;978.4;127.0;0.6;2.2;0.0;0
BAS;19.08.2023 00:00;22.0;61.6;978.4;135.0;0.9;3.2;0.0;0
BAS;19.08.2023 01:00;21.7;64.0;978.5;114.0;1.0;3.6;0.0;0
BAS;19.08.2023 02:00;20.7;69.0;978.6;117.0;0.8;2.9;0.0;0
BAS;19.08.2023 03:00;19.1;75.4;978.8;141.0;0.7;2.5;0.0;0
BAS;19.08.2023 04:00;19.9;71.2;978.9;107.0;1.2;4.3;0.0;0
BAS;19.08.2023 05:00;19.6;72.9;979.3;108.0;1.5;5.4;0.0;7
BAS;19.08.2023 06:00;20.2;70.7;979.7;108.0;1.5;5.4;0.0;98
BAS;19.08.2023 07:00;22.1;65.2;980.1;104.0;1.5;5.4;0.0;270
BAS;19.08.2023 08:00;24.8;57.2;980.6;101.0;1.2;4.3;0.0;432
BAS;19.08.2023 09:00;27.2;50.5;980.8;90.0;1.2;4.3;0.0;558
BAS;19.08.2023 10:00;29.4;43.1;980.9;113.0;0.9;3.2;0.0;643
BAS;19.08.2023 11:00;31.4;37.1;980.8;307.0;1.3;4.7;0.0;681
BAS;19.08.2023 12:00;33.1;31.0;980.7;243.0;1.5;5.4;0.0;827
BAS;19.08.2023 13:00;33.9;30.9;980.8;239.0;1.3;4.7;0.0;821
BAS;19.08.2023 14:00;34.2;32.2;980.9;310.0;2.0;7.2;0.0;598
BAS;19.08.2023 15:00;32.6;35.2;981.0;304.0;2.7;9.7;0.0;341
BAS;19.08.2023 16:00;33.0;35.6;981.0;279.0;2.1;7.6;0.0;374
BAS;19.08.2023 17:00;31.8;38.3;981.1;324.0;2.1;7.6;0.0;131
BAS;19.08.2023 18:00;29.9;47.0;981.4;325.0;2.2;7.9;0.0;54
BAS;19.08.2023 19:00;29.0;45.2;981.7;317.0;1.8;6.5;0.0;9
BAS;19.08.2023 20:00;27.3;53.1;982.2;274.0;1.4;5.0;0.0;0
BAS;19.08.2023 21:00;25.8;60.0;982.7;239.0;1.8;6.5;0.0;0
BAS;19.08.2023 22:00;24.0;69.4;982.9;225.0;2.1;7.6;0.0;0
BAS;19.08.2023 23:00;23.2;74.5;983.1;223.0;2.0;7.2;0.0;0
BAS;20.08.2023 00:00;22.2;80.1;983.2;223.0;1.7;6.1;0.0;0
BAS;20.08.2023 01:00;21.3;85.1;983.1;217.0;1.0;3.6;0.0;0
BAS;20.08.2023 02:00;20.5;88.1;983.4;229.0;1.2;4.3;0.0;0
BAS;20.08.2023 03:00;20.0;90.7;983.6;207.0;1.4;5.0;0.0;0
BAS;20.08.2023 04:00;20.4;87.3;983.5;180.0;0.7;2.5;0.0;0
BAS;20.08.2023 05:00;20.2;85.4;983.5;112.0;0.6;2.2;0.0;6
BAS;20.08.2023 06:00;20.7;82.3;984.0;80.0;1.2;4.3;0.0;87
BAS;20.08.2023 07:00;22.3;76.2;984.3;90.0;1.0;3.6;0.0;230
BAS;20.08.2023 08:00;24.0;70.0;984.6;0.0;0.6;2.2;0.0;422
BAS;20.08.2023 09:00;26.4;62.0;984.7;34.0;0.8;2.9;0.0;613
BAS;20.08.2023 10:00;28.3;55.2;984.7;342.0;1.1;4.0;0.0;697
BAS;20.08.2023 11:00;29.6;50.8;984.5;329.0;1.1;4.0;0.0;810
BAS;20.08.2023 12:00;31.3;44.6;984.2;360.0;1.4;5.0;0.0;804
BAS;20.08.2023 13:00;32.4;40.7;983.8;360.0;1.6;5.8;0.0;782
BAS;20.08.2023 14:00;33.1;39.6;983.4;326.0;1.5;5.4;0.0;727
BAS;20.08.2023 15:00;33.6;39.7;983.1;343.0;1.8;6.5;0.0;610
BAS;20.08.2023 16:00;33.1;42.4;982.9;339.0;2.0;7.2;0.0;458
BAS;20.08.2023 17:00;32.4;42.1;983.0;343.0;2.0;7.2;0.0;270
BAS;20.08.2023 18:00;31.4;44.9;983.2;349.0;1.9;6.8;0.0;131
BAS;20.08.2023 19:00;29.9;46.4;983.6;323.0;1.7;6.1;0.0;9
BAS;20.08.2023 20:00;28.2;54.4;984.2;290.0;1.2;4.3;0.0;0
BAS;20.08.2023 21:00;26.2;63.2;984.5;241.0;1.4;5.0;0.0;0
BAS;20.08.2023 22:00;24.4;71.7;984.8;225.0;1.9;6.8;0.0;0
BAS;20.08.2023 23:00;24.2;72.9;984.9;230.0;1.7;6.1;0.0;0
BAS;21.08.2023 00:00;23.3;77.1;984.9;220.0;1.7;6.1;0.0;0
BAS;21.08.2023 01:00;22.7;79.5;984.7;217.0;1.5;5.4;0.0;0
BAS;21.08.2023 02:00;21.9;82.4;984.8;191.0;1.0;3.6;0.0;0
BAS;21.08.2023 03:00;21.7;83.3;984.7;180.0;0.7;2.5;0.0;0
BAS;21.08.2023 04:00;20.9;86.2;984.9;202.0;0.6;2.2;0.0;0
BAS;21.08.2023 05:00;20.7;86.4;985.2;124.0;0.4;1.4;0.0;5
BAS;21.08.2023 06:00;21.7;82.9;985.6;117.0;0.4;1.4;0.0;70
BAS;21.08.2023 07:00;23.3;77.6;985.9;158.0;0.7;2.5;0.0;217
BAS;21.08.2023 08:00;24.9;72.1;986.0;225.0;0.5;1.8;0.0;395
BAS;21.08.2023 09:00;26.9;66.1;985.9;236.0;0.7;2.5;0.0;560
BAS;21.08.2023 10:00;29.0;58.0;985.6;329.0;1.0;3.6;0.0;686
BAS;21.08.2023 11:00;30.8;52.7;985.3;323.0;1.4;5.0;0.0;766
BAS;21.08.2023 12:00;31.6;47.4;984.9;14.0;1.3;4.7;0.0;796
BAS;21.08.2023 13:00;32.7;42.1;984.5;318.0;1.6;5.8;0.0;778
BAS;21.08.2023 14:00;33.3;39.3;984.0;280.0;1.5;5.4;0.0;714
BAS;21.08.2023 15:00;34.2;38.1;983.6;322.0;1.7;6.1;0.0;609
BAS;21.08.2023 16:00;34.1;34.6;983.2;308.0;2.0;7.2;0.0;451
